code,name,description,secuencia,tipoLocalizacion,centroLogistico,ubicacionArea,paisOrigen
WH0695,DP WORLD LOGISTICS SRL,,695,Almacén,,Z.F. IND. MULTIMODAL CAUCEDO,DO
WH0699,DR FRUITLAB SRL,,699,Almacén,,"Z.F. IND., SAN PEDRO DE MACORIS",DO
WH0698,DPP DOMINICAN PULP PRODUCTS SRL,,698,Almacén,,"Z.F. IND., ESPERANZA",DO
WH0691,DONVEN TOBACCO INDUSTRIES SRL,,691,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0700,DR INTERNATIONAL SHIP SUPPLY INC,,700,Almacén,,,
WH0708,DRY APPLE INDUSTRY SRL,,708,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0709,DRYTECH SRL,,709,Almacén,,PARQUE ZONAS FRANCAS INDUSTRIAL DE EXPORTACIONES BANIS BUSINESS INC,DO
WH0702,DRE REPAIR SERVICES SRL,,702,Almacén,,Z.F. PARQUE CIBERNETICO,DO
WH0706,DRL MANUFACTURING S A,,706,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0701,DRB S A,,701,Almacén,,ZONA FRANCA INDUSTRIAL DE NAVARRETE,DO
WH0704,DREXMORE INDUSTRIES SRL,,704,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0705,DREXMOREHOME SRL,,705,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0707,DRSTAR MANUFACTURING SRL,,707,Almacén,,ZONA FRANCA INDUSTRIAL DE HATO MAYOR,DO
WH0710,DUFARAN IMPORTACIONES SRL,,710,Almacén,,ZONA FRANCA INDUSTRIAL DE BONAO,DO
WH0703,DREAM STORE (A I G L),,703,Almacén,,,
WH0712,DUNCAN GLOBAL SRL,,712,Almacén,,Z.F. INDUSTRIAL DEL NORTE,DO
WH0711,DUFRY PUERTO PLATA CORPORATION,,711,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0717,DUWEST RECUBRIMIENTOS DOMINICANA SRL,,717,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0714,DUNN & FOSTER DOMINICANA SRL,,714,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0719,E CYCLINGINTERNATIONAL SRL,,719,Almacén,,"Z.F. IND., SAN ISIDRO",DO
WH0716,DUWEST CARIBBEAN SRL,,716,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0718,DUXEL DOMINICANA S A,,718,Almacén,,ZONA FRANCA INDUSTRIAL DE MOCA,DO
WH0720,E T C ELITE TOBACCO COMPANY SRL,,720,Almacén,,ZONA FRANCA INDUSTRIAL DEL SEIBO,DO
WH0715,"DUTY FREE PUNTA CANA INC, Almacen",,715,Almacén,,Z.F. COMERCIAL PUNTA CANA,DO
WH0713,DUNLAP SALES DOMINICANA S A,,713,Almacén,,,
WH0721,E T HEINSEN C POR A,,721,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0722,E T HEINSEN SAS,,722,Almacén,DIRECCION GENERAL DE ADUANAS,ADMINISTRACION HAINA ORIENTAL,DO
WH0729,EARTHY PRODUCTS SRL,,729,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0727,EAC ELEMENTS,,727,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0724,E ZARZUELA CIGARS CORP,,724,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0725,E&MAS EIRL,,725,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0730,EATON ENTERPRISES SANTIAGO SRL,,730,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0723,E Z C MANUFACTURING SRL,,723,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0726,E2 DESIGN & DEVELOPMENT LTD,,726,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0728,EAGLE INDUSTRIES INTERNATIONAL INC,,728,Almacén,,,
WH0739,EDITORA CORRIPIO CXA,,739,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0740,EDITORA UNIVERSAL S A,,740,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0738,ECUADOM TABACO SRL,,738,Almacén,,ZONA FRANCA JOBO INDUSTRIAL,DO
WH0734,ECO CARBON CCC SRL,,734,Almacén,,ZONA FRANCA INDUSTRIAL DEL SUR,DO
WH0732,EBS INDUSTRIES S A,,732,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0735,ECO THERM PRODUCTS SRL,,735,Almacén,,ZONA FRANCA INDUSTRIAL TAMBORIL,DO
WH0731,EB MANUFACTURING S A,,731,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0736,ECOLOGICA AUTOMOTRIZ DOMINICANA ECADOM SRL,,736,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0737,ECONOPAGES S A,,737,Almacén,,"Z.F. IND., PUERTO PLATA",DO
WH0733,ECCO OUTSOURCING GROUP S A,,733,Almacén,,,
WH0741,EDITORIAL PADILLA S A,,741,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0742,EFFIE BUSINESS (MATERIAS PRIMAS),,742,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0748,EKAME S A,,748,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0743,EFFY JEWELRY,,743,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0745,EGM TOBACCO PROCESSORS SRL,,745,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0747,EITB INTERNATIONAL SRL,,747,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0746,EIS DOMINICAN REPUBLIC LLC,,746,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0744,"EG INDUSTRIES DOMINICAN REPUBLIC, LTD",,744,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0750,EL PRIMERO S J S A,,750,Almacén,,ZONA FRANCA INDUSTRIAL DE BONAO,DO
WH0749,EL DORADO GIFT SHOP,,749,Almacén,,,
WH0753,ELECTRICAL EQUIPMENT SUPPLIER INC,,753,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0751,EL PUENTE CIGARS SRL,,751,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0757,ELITE TEXTIL INC,,757,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0760,EMBROIDERY OF CARIBE S A,,760,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0754,ELECTRICAL EQUIPMENT SUPPLIER INC,,754,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0755,ELEVER SRL,,755,Almacén,,"Z.F. IND., ROMANA I",DO
WH0756,ELIAS & ROBIN SCREEN PRINTING S A,,756,Almacén,,ZONA FRANCA INDUSTRIAL DE MOCA,DO
WH0759,ELS ENERGY S A,,759,Almacén,,ZONA FRANCA INDUSTRIAL DE LAS AMERICAS,DO
WH0752,ELECTRA IMS SRL,,752,Almacén,,"Z.F. IND., GLOBAL",DO
WH0758,ELOVA FOOD INC,,758,Almacén,,,
WH0762,EMERGENT COLD DOMINICANA SAS,,762,Almacén,ZONA FRANCA MULTIMODAL CAUCEDO S A,ADMINISTRACION PUERTO MULTIMODAL CAUCEDO,DO
WH0770,EMPACADORA JARABACOA S.R.L,,770,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0765,"EMIMAR, S.A. (LA NIEGA)",,765,Almacén,,ZONA FRANCA INDUSTRIAL EMIMAR,DO
WH0766,"EMIMAR, S.A. (LAS PALOMAS)",,766,Almacén,,ZONA FRANCA INDUSTRIAL EMIMAR,DO
WH0767,"EMIMAR, S.A. (SANTA ANA)",,767,Almacén,,ZONA FRANCA INDUSTRIAL EMIMAR,DO
WH0768,"EMIMAR, S.A. (SANTIAGO RODRIGUEZ)",,768,Almacén,,ZONA FRANCA INDUSTRIAL EMIMAR,DO
WH0761,EMERGENT COLD DOMINICANA SAS,,761,Almacén,,Z.F. IND. MULTIMODAL CAUCEDO,DO
WH0769,EMPA PACKAGING INC,,769,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0763,"EMIMAR, S.A.",,763,Almacén,,Z.F. ESPECIAL EMIMAR (STGO),DO
WH0764,"EMIMAR, S.A. (EL LIMONAL)",,764,Almacén,,,
WH0771,EMPACADORA JARABACOA S.R.L,,771,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0772,EMPAQUES ALIMENTICIOS DEL CARIBE EMALCA SRL,,772,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0777,EMPRESAS K SRL,,777,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0779,EMPRESAS PESQUERAS JOSE A GOMEZ S A,,779,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0780,EMPRESAS UNIDAS C POR A,,780,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0774,EMPRESA DE TECNOLOGIA ELECTRICA S A,,774,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0776,EMPRESAS AIC SRL,,776,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0773,EMPORIUM MANUFACTURING CORP,,773,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0775,EMPRESA VICTOR SINCLAIR DOMINICANA SA,,775,Almacén,,ZONA FRANCA INDUSTRIAL DE LA VEGA,DO
WH0778,EMPRESAS MABRATAMA S A,,778,Almacén,,,
WH0781,EMPRESAS UNIDAS SRL,,781,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0784,EMPRESAS VILLAR CONCEPCION S A,,784,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0789,ENVASES ANTILLANOS SRL,,789,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0790,ENVASES MUNDIAL S A,,790,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0785,ENDOMINICANA AGROINDUSTRIAL VIDAL GUILLEN S A,,785,Almacén,,Z.F.ESP.ENDOMINICANA AGROINDUSTRIAL,DO
WH0787,ENNOVA ESI INC,,787,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0786,ENDUR TEXTILE GROUP S A S,,786,Almacén,,"Z.F. IND., NAVARRETE (STGO)",DO
WH0788,ENVASADOS COMESTIBLES SRL,,788,Almacén,,ZONA FRANCA INDUSTRIAL LOS ALCARRIZOS,DO
WH0783,EMPRESAS VILLAR CONCEPCION S A,,783,Almacén,,Z.F. ESP. VILLAR CONCEPCION (LA VEG,DO
WH0782,EMPRESAS VICTOR SINCLAIR DOMINICANA C X A,,782,Almacén,,,
WH0796,ERC BPO SRL,,796,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0792,EQUILIBRIUM SRL EXTENSION ACROPOLIS CENTER,,792,Almacén,,"EQUILIBRIUM, S. R. L. (EXTENSION ACROPOLIS CENTER)",DO
WH0800,ETANOL ATLANTICO S A,,800,Almacén,,Z.F.ESP.ETANOL ATLANTICO(STO DGO),DO
WH0798,ESPINOSA CIGARS SRL,,798,Almacén,,ZONA FRANCA SANTIAGO - NAVARRETE (PISANO),DO
WH0795,ERC BPO SRL,,795,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0791,EQUILIBRIUM S A,,791,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0793,EQUIPOS DE PROTECCION E INDUSTRIAL EPP SRL,,793,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0794,EQUITEX MANUFACTURING & CO LTD,,794,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0799,ESTRELLA TOBACCO COMPANY SRL,,799,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0797,ERC BPO SRL,,797,Almacén,,,
WH0803,EURO DR DOOR GAVINETS S A,,803,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0807,EUROPEENNE INGENIERIE INSTALLATIONS E21 S A,,807,Almacén,,"PARQUE CIBERNÉTICO DE SANTO DOMINGO, S. A.",DO
WH0808,EUROSTIL SRL,,808,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0809,"EUROTEX, S.A.",,809,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0806,"EUROMOD, S.A.",,806,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0802,EURO COMPONENTS SUPPLIERS S A,,802,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0801,ETCHING ENTERPRISE SRL,,801,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA I,DO
WH0805,EUROFRESH DOMINICANA SRL,,805,Almacén,,"Z.F. IND., BANI",DO
WH0810,EVIMAR LTD,,810,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0804,EUROCARIBE LUBRICANTES S R L,,804,Almacén,,,
WH0813,EXPORTADORA AGRICOLA C POR A,,813,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0814,EXPORTADORA BET-EL SRL,,814,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0818,EXPORTADORA JUAN REYES CUEVAS SRL,,818,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0819,EXPORTADORA KOMATSU ABREU C POR A,,819,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0820,"EXPORTADORA M Y F, SRL",,820,Almacén,,"EXPORTADORA M & F, S. R. L.",DO
WH0815,EXPORTADORA CRUZ BAUTISTA S A,,815,Almacén,,Z.F.ESP.EXPORTADORA CRUZ BAUTISTA(L,DO
WH0812,EXPORT ALUM INC S A,,812,Almacén,,ZONA FRANCA INDUSTRIAL LOS ALCARRIZOS,DO
WH0816,EXPORTADORA ISIDRO S A,,816,Almacén,,Z.F. ESP. EXPORTADORA ISIDRO (MOCA),DO
WH0817,EXPORTADORA ISIDRO S A,,817,Almacén,,Z.F. ESP. EXPORTADORA ISIDRO (MOCA),DO
WH0811,EXOTICFARM SRL,,811,Almacén,,,
WH0827,EXPRESS PARCEL SERVICE INTERNATIONAL INC,,827,Almacén,,AEROPUERTO INTERNACIONAL JOSE FRANCISCO PEÑA GOMEZ,DO
WH0821,"EXPORTADORA M Y F, SRL",,821,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0828,F & T INDUSTRIES SRL,,828,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0826,EXPORTADORA YENNLY C POR A,,826,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0825,EXPORTADORA SERAFINO SRL (EXT. CAMBITA-GARABITOS),,825,Almacén,,"EXPORTADORA SERAFINO, S.R.L. (EXTENSION CAMBITA - GARABITOS)",DO
WH0823,EXPORTADORA SERAFINO C POR A,,823,Almacén,,"EXPORTADORA SERAFINO, S. R. L.",DO
WH0830,F A STATIONARY TRADING SRL,,830,Almacén,,"Z.F. IND., HAINAMOSA",DO
WH0822,EXPORTADORA O B A C POR A,,822,Almacén,,Z.F. ESP. EXPORTADORA OBA (LA VEGA),DO
WH0829,F & Y TRADING SRL,,829,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0824,EXPORTADORA SERAFINO SRL,,824,Almacén,,,
WH0838,FAMILY RAGS COMPANY SRL,,838,Almacén,,ZONA FRANCA INDUSTRIAL DE HATILLO,DO
WH0832,F F D FRESH FRUIT DOMINICANA SRL,,832,Almacén,,ZONA FRANCA INDUSTRIAL BOCA DE MAO,DO
WH0839,FARMACIA INVERSIONES COSTA DE AMBAR,,839,Almacén,,"Z.F. IND., BAHIA DE MAIMON",DO
WH0833,F M INDUSTRIES S A,,833,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0831,F C A CORPORATION S A,,831,Almacén,,"Z.F. IND., SALCEDO",DO
WH0835,FABRICA DE GOMAS LG SRL,,835,Almacén,,"Z.F. IND., LOS ALCARRIZOS",DO
WH0834,FABIO JORGE INDUSTRIES C POR A,,834,Almacén,,"Z.F. IND., LA VEGA",DO
WH0840,FASST HOLDINGS SRL,,840,Almacén,,ZONA FRANCA INDUSTRIAL DE GURABO,DO
WH0836,FABRICA DE REFRIGERADORES COMERCIALES (FARCO),,836,Almacén,,Z.F. ESP. FARCO,DO
WH0837,FABRICA DE REFRIGERADORES COMERCIALES C POR A,,837,Almacén,,,
WH0841,FAST AUTO LOGISTICS FAL SAS,,841,Almacén,SANS SOUCI PORTS S A,ADMINISTRACION SANTO DOMINGO,DO
WH0843,FASTENAL COMPANY,,843,Almacén,,"PARQUE CIBERNÉTICO DE SANTO DOMINGO, S. A.",DO
WH0846,FELMAN GIFT & SOUVINERS SRL,,846,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0847,FELMAN GIFT & SOUVINERS SRL,,847,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0848,FENIX MANAGEMENT SERVICES LLC,,848,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0849,FENIX MANUFACTURING SERVICES LLC,,849,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0850,FENIX MANUFACTURING SOLUTIONS GMBH,,850,Almacén,,"Z.F. IND., SAN PEDRO DE MACORI",DO
WH0844,FASTENAL COMPANY,,844,Almacén,,"Z.F. IND., LAS AMERICAS",DO
WH0842,FASTENAL CANADA COMPANY,,842,Almacén,,,
WH0860,FL TECHNICS DOMINICAN REPUBLIC SAS,,860,Almacén,,PUNTA CANA FREE ZONE,DO
WH0851,FENIX TRADING,,851,Almacén,,Z.F. ESP. FENIX TRADINF (SDGO),DO
WH0857,FIRST FABRICS INC,,857,Almacén,,"Z.F. IND., VILLA MELLA",DO
WH0856,FINOS TEXTILES DOMINICANA S A,,856,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0855,FINAMER BUSINESS CORP,,855,Almacén,,"Z.F. IND., ROMANA I",DO
WH0858,FIVE STAR ENTERPRISES LTD,,858,Almacén,,"Z.F. IND., LA VEGA",DO
WH0853,FFG DOMINICANA SRL,,853,Almacén,,ZONA FRANCA INDUSTRIAL DE LA VEGA,DO
WH0852,"FENWAL INTERNATIONAL INC, ZFI ITABO",,852,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN CRISTÓBAL (ITABO),DO
WH0854,FIGUEROA CARIBBEAN INDUSTRIES SRL,,854,Almacén,,ZONA FRANCA INDUSTRIAL DE HAINAMOSA,DO
WH0859,FK GLOBAL SRL,,859,Almacén,,,
WH0863,FLORDOM C POR A (MATERIAS PRIMAS),,863,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0864,"FLORDOM, C X A (PRODUCTOS TERMINADOS",,864,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0865,FLORES DE JARABACOA S A,,865,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0866,FLORES DEL SOL S A,,866,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0869,FOOD MANAGEMENT SERVICES S A,,869,Almacén,,Z.F.COMERCIAL LICEY,DO
WH0868,FOAM EXTRUCTURAL DOMINICANO S A,,868,Almacén,,ZONA FRANCA INDUSTRIAL DE VILLA ALTAGRACIA,DO
WH0867,FLYING TIES DOMINICANA S A,,867,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0870,FOOD SERVICES INTERNATIONAL INC,,870,Almacén,,ZONA FRANCA INDUSTRIAL DE NIGUA,DO
WH0861,FLEX MANUFACTURING MAF SRL,,861,Almacén,,ZONA FRANCA INDUSTRIAL DE NAVARRETE,DO
WH0862,FLEXIBLE PACKAGING DOMINICANA C POR A,,862,Almacén,,,
WH0873,FRAGA IMPORTADORA SAS,,873,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0874,FREEZY DOMINICANA (REFRIGERADO DOMINICANO),,874,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0876,FRESH FRUIT HOLDINGS INC,,876,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0877,FRESH FRUIT HOLDINGS INC,,877,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0880,FRICORD INTERNATIONAL INC,,880,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0879,FRESHTEX DOMINICANA INC,,879,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0871,FOT MANUFACTURING SRL,,871,Almacén,,ZONA FRANCA INDUSTRIAL PUERTO PLATA,DO
WH0875,FRESH DIRECTIONS DOMINICANA S A,,875,Almacén,,Z.F. ESPECIAL HAINA,DO
WH0872,"FOXHILL INTERNATIONAL INC, Aeropuerto Internacional Punta Cana",,872,Almacén,,ZONAS FRANCAS COMERCIALES,DO
WH0878,FRESH REPUBLIC PRODUCE SRL,,878,Almacén,,,
WH0882,FRITO-LAY DOMINICANA S A,,882,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0883,FRITO-LAY DOMINICANA S A,,883,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0884,FRITO-LAY DOMINICANA S A,,884,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0885,FRUECODOM S R L,,885,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0886,FRUTALES CABI REALTY S A,,886,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0887,FRUTAS Y VEGETALES DEL NORTE FRUVENOR SRL,,887,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0888,FRUTAS Y VEGETALES DEL NORTE FRUVENOR SRL,,888,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0889,FRUTAS Y VEGETALES MICARDI SRL,,889,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0881,FRIENDSHIP DEVELOPMENT GROUP SRL,,881,Almacén,,ZONA FRANCA INDUSTRIAL DE HATILLO,DO
WH0890,FTSA DOMINICANA S A,,890,Almacén,,,
WH0896,FYMSA DEL CARIBE SRL,,896,Almacén,,"Z.F. SANTIAGO II,NORTE(PISANO)",DO
WH0900,G & V RAGS SRL,,900,Almacén,,Z.F. SAN CRISTOBAL(LA ARMERIA),DO
WH0894,FULL PACKING 3H DEL CARIBE SRL,,894,Almacén,,ZONA FRANCA INDUSTRIAL TAMBORIL,DO
WH0893,"FUENTE CIGAR LTD,SANTIAGO III",,893,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0891,"FUENTE CIGAR LTD, SANTIAGO I",,891,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0899,G & K SERVICES,,899,Almacén,,ZONA FRANCA INDUSTRIAL DE SAN ISIDRO,DO
WH0897,"FZC SERVICES, INC.",,897,Almacén,,"Z.F. IND., SAN CRISTOBAL(NIGUA)",DO
WH0898,G & G ESPERANZA SRL,,898,Almacén,,ZONA FRANCA INDUSTRIAL DE ESPERANZA,DO
WH0892,"FUENTE CIGAR LTD, VILLA GONZALEZ",,892,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0895,FUTURE LINK INC,,895,Almacén,,,
WH0903,GADID FARMS C POR A,,903,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0904,"GAI GRUPO AGRICOLA INTERNACIONAL, S. A.",,904,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0910,GARSIM S A,,910,Almacén,,DIRECCION GENERAL DE ADUANAS,DO
WH0901,G S O GLOBAL SERVICES OFFSHORING,,901,Almacén,,G S O GLOBAL SERVICES OFFSHORING,DO
WH0907,GALE SAMANA 2012 S A,,907,Almacén,,ZONA FRANCA BAHIA DE MAIMON,DO
WH0902,GA TEXTIL INDUSTRY GATEX SRL,,902,Almacén,,ZONA FRANCA DE EXPORTACIÓN LA ARMERÍA,DO
WH0908,GARMI SPORTS INC,,908,Almacén,,"Z.F. IND., MOCA",DO
WH0909,GARMY SPORTS PRODUCTS LLC,,909,Almacén,,"Z.F. IND., MOCA",DO
WH0906,GALBRAITH CORPORATION SRL,,906,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0905,GAIA ORGANICS,,905,Almacén,,,
WH0917,GENERAL CIGAR DOMINICANA SAS,,917,Almacén,,"Z.F. IND., SANTIAGO III",DO
WH0916,GENERAL CIGAR DOMINICANA SAS,,916,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0920,GENERAL SHOES DR CORP,,920,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0913,GATOR MILLS INC,,913,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0912,GATEKEEPER OBSERVATION DIVICION,,912,Almacén,,ZONA FRANCA INDUSTRIAL DE NAVARRETE,DO
WH0915,General Cigar,,915,Almacén,,"Z.F. IND., LAS PALMAS (STGO)",DO
WH0911,GARWARE HEALTHCARE S A S,,911,Almacén,,ZONA FRANCA INDUSTRIAL CARIBBEAN INDUSTRIAL PARK,DO
WH0918,GENERAL CIGAR DOMINICANA SAS,,918,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0919,GENERAL CIGAR DOMINICANA SAS,,919,Almacén,,ZONAS FRANCAS INDUSTRIALES,DO
WH0914,GBH DOMINICANA SRL,,914,Almacén,,,
WH0932,GLOBAL CIGARS GROUP GCG SRL,,932,Almacén,,ZONA FRANCA INDUSTRIAL LA HABANERA (STGO.),DO
WH0938,GLOBAL CONSULTING WORLDWIDE S A,,938,Almacén,,"PARQUE CIBERNÉTICO DE SANTO DOMINGO, S. A.",DO
WH0937,GLOBAL CLOTHING MANUFACTURING CORP.,,937,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0940,GLOBAL RESOURCES INTERNATIONAL DOMINICANA GRID SRL,,940,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA II,DO
WH0933,GLOBAL CIGARS GROUP GCG SRL,,933,Almacén,,ZONA FRANCA INDUSTRIAL DE NAVARRETE,DO
WH0931,GLOBAL CIGARS GROUP GCG SRL,,931,Almacén,,ZONA FRANCA INDUSTRIAL DE ESPERANZA,DO
WH0934,GLOBAL CIGARS GROUP GCG SRL,,934,Almacén,,ZONA FRANCA INDUSTRIAL DE BONAO,DO
WH0935,GLOBAL CIGARS GROUP GCG SRL,,935,Almacén,,ZONA FRANCA INDUSTRIAL DE BANI,DO
WH0936,GLOBAL CIGARS GROUP GCG SRL,,936,Almacén,,ZONA FRANCA INDUSTRIAL LUNA,DO
WH0939,GLOBAL MARKETING WORLDWIDE SA,,939,Almacén,,,
WH0944,GLOBAL STORAGE SRL,,944,Almacén,DIRECCION GENERAL DE ADUANAS,ADMINISTRACION HAINA ORIENTAL,DO
WH0947,GLOBAL STORAGE SRL,,947,Almacén,,ADMINISTRACION HAINA ORIENTAL,DO
WH0945,GLOBAL STORAGE SRL,,945,Almacén,ADMINISTRACION SANTO DOMINGO,ADMINISTRACION SANTO DOMINGO,DO
WH0946,GLOBAL STORAGE SRL,,946,Almacén,,ADMINISTRACION SANTO DOMINGO,DO
WH0948,GLOBAL TECHNOLOGY GROUP,,948,Almacén,,"Z.F. IND., SANTIAGO I",DO
WH0942,GLOBAL RESOURCES INTERNATIONAL DOMINICANA GRID SRL (EXTENSION SAN PEDRO DE MACORIS),,942,Almacén,,ZONA FRANCA INDUSTRIAL SAN PEDRO DE MACORÍS,DO
WH0941,GLOBAL RESOURCES INTERNATIONAL DOMINICANA GRID SRL (Ext. Multimodal Caucedo),,941,Almacén,,ZONA FRANCA INDUSTRIAL DE LA ROMANA II,DO
